119.0,205.0,128.0,499.0,518.0,13.0,111.0,120.0,345.0,2.0
87.0,335.0,112.0,516.0,603.0,19.0,89.0,103.0,393.0,10.0
75.0,293.0,159.0,493.0,596.0,31.0,106.0,118.0,291.0,14.0
108.0,336.0,163.0,568.0,650.0,46.0,107.0,168.0,441.0,12.0
115.0,329.0,157.0,664.0,728.0,81.0,128.0,225.0,458.0,22.0
104.0,369.0,220.0,702.0,786.0,121.0,165.0,174.0,562.0,22.0
88.0,380.0,188.0,644.0,774.0,88.0,147.0,184.0,576.0,28.0
88.0,342.0,195.0,675.0,685.0,130.0,109.0,205.0,530.0,8.0
110.0,322.0,218.0,573.0,587.0,94.0,86.0,218.0,486.0,15.0
125.0,414.0,202.0,622.0,631.0,106.0,166.0,224.0,541.0,18.0
122.0,326.0,208.0,590.0,686.0,211.0,148.0,258.0,385.0,23.0
132.0,396.0,177.0,682.0,659.0,407.0,208.0,299.0,440.0,16.0
99.0,310.0,180.0,638.0,620.0,143.0,194.0,222.0,441.0,10.0
110.0,269.0,176.0,944.0,695.0,151.0,229.0,229.0,436.0,21.0
109.0,281.0,235.0,841.0,737.0,256.0,213.0,316.0,711.0,30.0
190.0,415.0,213.0,1010.0,800.0,259.0,286.0,306.0,693.0,32.0
207.0,362.0,339.0,1462.0,1315.0,523.0,434.0,436.0,590.0,28.0
288.0,378.0,372.0,2205.0,1622.0,394.0,476.0,721.0,609.0,14.0
449.0,428.0,563.0,2144.0,1778.0,309.0,362.0,759.0,944.0,46.0
504.0,427.0,602.0,2045.0,1538.0,388.0,232.0,894.0,976.0,43.0
395.0,339.0,515.0,2052.0,1466.0,131.0,201.0,937.0,1140.0,52.0
337.0,258.0,441.0,1202.0,1094.0,130.0,229.0,770.0,1109.0,36.0
291.0,137.0,276.0,998.0,877.0,191.0,138.0,692.0,808.0,42.0
249.0,215.0,302.0,726.0,656.0,110.0,129.0,540.0,847.0,36.0
119.0,195.0,246.0,716.0,580.0,71.0,110.0,375.0,545.0,30.0
92.0,161.0,202.0,676.0,368.0,53.0,101.0,324.0,437.0,25.0
75.0,158.0,162.0,518.0,379.0,51.0,89.0,251.0,339.0,6.0
56.0,149.0,173.0,572.0,270.0,47.0,82.0,207.0,519.0,7.0
57.0,88.0,135.0,419.0,233.0,43.0,83.0,121.0,275.0,13.0
51.0,78.0,174.0,479.0,222.0,29.0,83.0,84.0,235.0,10.0
48.0,66.0,122.0,341.0,130.0,23.0,84.0,54.0,204.0,3.0
48.0,51.0,156.0,361.0,117.0,15.0,60.0,20.0,175.0,2.0
31.0,98.0,119.0,162.0,141.0,7.0,82.0,13.0,180.0,3.0
13.0,74.0,86.0,261.0,72.0,17.0,33.0,3.0,170.0,11.0
13.0,101.0,84.0,168.0,60.0,16.0,55.0,3.0,138.0,3.0
5.0,62.0,75.0,170.0,60.0,13.0,34.0,3.0,138.0,3.0
7.0,67.0,109.0,229.0,55.0,11.0,29.0,0.0,112.0,1.0
17.0,48.0,71.0,146.0,31.0,8.0,23.0,1.0,78.0,0.0
10.0,33.0,84.0,112.0,46.0,18.0,22.0,0.0,115.0,1.0
7.0,29.0,66.0,62.0,37.0,6.0,18.0,4.0,89.0,0.0
8.0,50.0,82.0,119.0,41.0,8.0,25.0,0.0,107.0,1.0
7.0,36.0,47.0,146.0,25.0,11.0,23.0,0.0,69.0,1.0
9.0,55.0,48.0,178.0,28.0,9.0,16.0,1.0,74.0,2.0
9.0,39.0,53.0,107.0,47.0,3.0,22.0,3.0,77.0,1.0
15.0,39.0,66.0,154.0,50.0,13.0,20.0,0.0,86.0,0.0
9.0,41.0,63.0,142.0,39.0,14.0,17.0,1.0,95.0,0.0
9.0,65.0,52.0,147.0,42.0,11.0,20.0,0.0,104.0,0.0
20.0,54.0,59.0,143.0,49.0,13.0,22.0,2.0,101.0,0.0
11.0,49.0,70.0,178.0,42.0,16.0,20.0,1.0,132.0,0.0
5.0,62.0,78.0,111.0,43.0,18.0,46.0,2.0,109.0,1.0
5.0,65.0,93.0,59.0,49.0,16.0,55.0,1.0,115.0,3.0
32.0,92.0,76.0,92.0,62.0,25.0,40.0,1.0,110.0,3.0
86.0,118.0,163.0,744.0,458.0,76.0,94.0,123.0,556.0,24.0
84.0,175.0,176.0,988.0,494.0,128.0,154.0,255.0,454.0,24.0
116.0,169.0,163.0,1038.0,497.0,162.0,114.0,306.0,430.0,36.0
123.0,179.0,173.0,1239.0,569.0,358.0,143.0,197.0,450.0,44.0
168.0,233.0,334.0,1556.0,526.0,720.0,180.0,371.0,518.0,84.0
186.0,243.0,351.0,1720.0,608.0,1360.0,156.0,513.0,564.0,89.0
199.0,326.0,512.0,2108.0,892.0,1419.0,235.0,1591.0,944.0,159.0
275.0,376.0,748.0,2385.0,1225.0,1316.0,238.0,2928.0,1341.0,309.0
259.0,330.0,882.0,2420.0,1432.0,952.0,489.0,2938.0,1707.0,333.0
563.0,665.0,1153.0,5032.0,2839.0,1715.0,879.0,3201.0,2517.0,384.0
1225.0,1358.0,1485.0,7102.0,5247.0,1420.0,1861.0,2367.0,2547.0,350.0
1501.0,1394.0,1621.0,7246.0,5754.0,1021.0,1180.0,1475.0,2217.0,290.0
1134.0,1065.0,1352.0,4849.0,4041.0,589.0,798.0,881.0,1588.0,118.0
931.0,622.0,1161.0,3113.0,2650.0,472.0,422.0,690.0,1167.0,104.0
694.0,450.0,769.0,2418.0,1486.0,329.0,219.0,512.0,659.0,66.0
422.0,290.0,591.0,1688.0,1091.0,305.0,145.0,347.0,665.0,39.0
302.0,253.0,466.0,1447.0,920.0,229.0,155.0,450.0,688.0,51.0
174.0,244.0,341.0,1487.0,765.0,259.0,139.0,405.0,553.0,69.0
131.0,218.0,382.0,1305.0,819.0,167.0,114.0,389.0,682.0,44.0
116.0,176.0,508.0,1143.0,705.0,140.0,138.0,329.0,518.0,51.0
100.0,199.0,477.0,1161.0,564.0,130.0,128.0,286.0,611.0,35.0
79.0,176.0,436.0,784.0,590.0,91.0,117.0,186.0,432.0,25.0
63.0,113.0,401.0,789.0,505.0,94.0,106.0,224.0,421.0,28.0
63.0,145.0,517.0,668.0,534.0,71.0,122.0,172.0,387.0,29.0
61.0,121.0,411.0,716.0,476.0,61.0,59.0,166.0,397.0,19.0
57.0,142.0,384.0,577.0,491.0,56.0,76.0,152.0,352.0,13.0
48.0,141.0,386.0,462.0,353.0,47.0,38.0,96.0,274.0,13.0
30.0,104.0,251.0,508.0,353.0,45.0,44.0,96.0,264.0,10.0
34.0,89.0,334.0,469.0,383.0,39.0,43.0,89.0,253.0,16.0
38.0,106.0,306.0,483.0,342.0,30.0,25.0,66.0,211.0,8.0
23.0,79.0,257.0,412.0,280.0,28.0,35.0,14.0,191.0,12.0
22.0,83.0,228.0,401.0,325.0,23.0,63.0,12.0,223.0,14.0
29.0,89.0,215.0,395.0,280.0,13.0,42.0,12.0,240.0,12.0
33.0,80.0,251.0,321.0,297.0,12.0,34.0,3.0,222.0,9.0
11.0,83.0,139.0,349.0,278.0,7.0,31.0,51.0,115.0,6.0
10.0,74.0,74.0,338.0,317.0,9.0,13.0,67.0,148.0,11.0
9.0,79.0,80.0,267.0,312.0,13.0,73.0,46.0,103.0,5.0
6.0,59.0,85.0,250.0,268.0,10.0,17.0,37.0,117.0,2.0
8.0,45.0,172.0,232.0,253.0,7.0,31.0,47.0,91.0,1.0
6.0,12.0,54.0,225.0,235.0,6.0,25.0,50.0,84.0,1.0
6.0,29.0,48.0,232.0,235.0,21.0,12.0,37.0,90.0,0.0
6.0,57.0,126.0,269.0,229.0,11.0,26.0,35.0,75.0,2.0
3.0,48.0,11.0,235.0,202.0,19.0,22.0,37.0,81.0,1.0
4.0,49.0,44.0,271.0,189.0,13.0,20.0,45.0,84.0,0.0
6.0,36.0,127.0,217.0,184.0,7.0,33.0,42.0,78.0,3.0
8.0,43.0,146.0,232.0,212.0,7.0,28.0,51.0,80.0,2.0
18.0,33.0,50.0,296.0,214.0,17.0,32.0,39.0,70.0,1.0
9.0,36.0,58.0,297.0,225.0,19.0,33.0,37.0,83.0,2.0
10.0,40.0,156.0,326.0,252.0,21.0,35.0,28.0,91.0,1.0
12.0,53.0,54.0,318.0,256.0,17.0,34.0,61.0,107.0,1.0
13.0,60.0,190.0,298.0,285.0,23.0,40.0,68.0,145.0,0.0
11.0,92.0,131.0,302.0,292.0,28.0,36.0,60.0,136.0,1.0
14.0,57.0,198.0,307.0,266.0,22.0,60.0,51.0,140.0,1.0
85.0,209.0,423.0,902.0,625.0,281.0,86.0,167.0,354.0,39.0
119.0,148.0,625.0,1103.0,675.0,231.0,82.0,200.0,402.0,46.0
105.0,177.0,638.0,1249.0,683.0,382.0,118.0,289.0,324.0,54.0
119.0,226.0,819.0,1170.0,810.0,255.0,104.0,317.0,493.0,56.0
146.0,210.0,746.0,1113.0,895.0,276.0,147.0,379.0,568.0,71.0
214.0,228.0,719.0,1284.0,906.0,320.0,149.0,433.0,620.0,96.0
158.0,324.0,590.0,1425.0,951.0,246.0,143.0,309.0,752.0,85.0
147.0,270.0,646.0,1286.0,859.0,267.0,112.0,289.0,712.0,125.0
260.0,336.0,752.0,1638.0,953.0,378.0,130.0,264.0,584.0,112.0
292.0,466.0,786.0,1453.0,961.0,261.0,144.0,334.0,624.0,107.0
301.0,491.0,779.0,1635.0,930.0,292.0,170.0,363.0,682.0,112.0
431.0,674.0,674.0,1386.0,843.0,296.0,192.0,266.0,822.0,105.0
624.0,751.0,946.0,1536.0,1277.0,352.0,179.0,377.0,1101.0,136.0
701.0,751.0,1059.0,1533.0,1470.0,451.0,202.0,668.0,1066.0,140.0
656.0,648.0,964.0,1489.0,1621.0,423.0,237.0,765.0,1324.0,196.0
697.0,522.0,879.0,1950.0,1919.0,636.0,410.0,839.0,1295.0,181.0
678.0,641.0,1169.0,2934.0,2648.0,886.0,571.0,1069.0,1644.0,182.0
708.0,700.0,1782.0,3724.0,3656.0,1600.0,834.0,1261.0,1753.0,174.0
751.0,811.0,1880.0,5163.0,4340.0,1950.0,978.0,1364.0,1862.0,270.0
612.0,694.0,2505.0,5177.0,4391.0,2023.0,689.0,1444.0,2157.0,239.0
456.0,617.0,1607.0,4825.0,3714.0,1576.0,532.0,1174.0,1794.0,335.0
377.0,504.0,1251.0,3971.0,3001.0,1094.0,391.0,965.0,1419.0,261.0
304.0,464.0,1225.0,3600.0,2350.0,960.0,260.0,671.0,1533.0,234.0
270.0,401.0,1169.0,2732.0,1979.0,662.0,232.0,583.0,1338.0,136.0
206.0,409.0,905.0,2352.0,1465.0,452.0,159.0,568.0,1249.0,135.0
225.0,321.0,735.0,1708.0,1304.0,389.0,104.0,462.0,986.0,95.0
167.0,233.0,511.0,1313.0,848.0,321.0,77.0,388.0,890.0,68.0
120.0,224.0,526.0,1042.0,749.0,288.0,27.0,368.0,1034.0,67.0
109.0,182.0,517.0,969.0,679.0,307.0,29.0,243.0,765.0,25.0
107.0,163.0,393.0,1024.0,516.0,349.0,10.0,226.0,816.0,42.0
96.0,124.0,392.0,811.0,463.0,258.0,43.0,174.0,587.0,42.0
35.0,143.0,407.0,782.0,477.0,275.0,19.0,186.0,652.0,36.0
33.0,102.0,251.0,735.0,392.0,197.0,12.0,161.0,615.0,33.0
39.0,73.0,183.0,594.0,377.0,177.0,4.0,107.0,464.0,38.0
23.0,87.0,191.0,607.0,398.0,162.0,7.0,105.0,440.0,79.0
35.0,102.0,182.0,486.0,241.0,142.0,0.0,128.0,393.0,35.0
24.0,75.0,155.0,479.0,317.0,132.0,0.0,121.0,306.0,5.0
24.0,73.0,129.0,462.0,323.0,110.0,0.0,81.0,409.0,17.0
24.0,69.0,134.0,414.0,301.0,105.0,4.0,3.0,294.0,11.0
21.0,32.0,127.0,364.0,303.0,82.0,2.0,8.0,243.0,16.0
32.0,60.0,134.0,303.0,264.0,111.0,0.0,5.0,219.0,20.0
23.0,59.0,148.0,272.0,283.0,94.0,5.0,8.0,158.0,18.0
21.0,46.0,116.0,304.0,251.0,101.0,3.0,13.0,120.0,15.0
15.0,54.0,145.0,292.0,246.0,91.0,1.0,5.0,124.0,9.0
16.0,47.0,166.0,327.0,268.0,80.0,0.0,4.0,102.0,13.0
25.0,34.0,61.0,331.0,244.0,71.0,2.0,6.0,134.0,20.0
22.0,9.0,148.0,200.0,260.0,109.0,3.0,5.0,155.0,11.0
14.0,44.0,126.0,208.0,257.0,209.0,5.0,6.0,143.0,21.0
25.0,64.0,180.0,193.0,281.0,132.0,2.0,8.0,152.0,24.0
21.0,57.0,244.0,148.0,270.0,138.0,4.0,9.0,118.0,17.0
30.0,95.0,230.0,169.0,293.0,190.0,17.0,12.0,160.0,23.0
35.0,94.0,251.0,212.0,243.0,171.0,8.0,15.0,158.0,17.0
167.0,281.0,515.0,602.0,609.0,220.0,65.0,585.0,509.0,33.0
156.0,300.0,501.0,864.0,732.0,241.0,39.0,163.0,534.0,52.0
216.0,349.0,379.0,1074.0,816.0,287.0,50.0,267.0,635.0,49.0
218.0,341.0,425.0,1088.0,844.0,287.0,74.0,236.0,682.0,53.0
224.0,514.0,469.0,1198.0,970.0,310.0,61.0,254.0,946.0,59.0
302.0,524.0,511.0,1227.0,870.0,371.0,66.0,268.0,822.0,77.0
293.0,469.0,496.0,1289.0,919.0,462.0,79.0,297.0,891.0,81.0
258.0,393.0,430.0,1216.0,906.0,365.0,71.0,192.0,907.0,64.0
270.0,582.0,532.0,1370.0,1027.0,489.0,101.0,403.0,1094.0,98.0
281.0,512.0,457.0,1602.0,905.0,514.0,62.0,388.0,1526.0,124.0
267.0,498.0,505.0,1676.0,914.0,710.0,74.0,752.0,2116.0,185.0
231.0,489.0,530.0,1723.0,966.0,926.0,117.0,901.0,2518.0,176.0
293.0,455.0,655.0,2014.0,1138.0,1132.0,149.0,942.0,1864.0,200.0
239.0,364.0,808.0,2057.0,1312.0,1188.0,130.0,637.0,1472.0,132.0
272.0,429.0,934.0,2017.0,1202.0,1162.0,220.0,533.0,951.0,162.0
264.0,379.0,977.0,2033.0,1174.0,1314.0,296.0,474.0,819.0,128.0
340.0,487.0,977.0,2445.0,1411.0,1431.0,392.0,505.0,1008.0,118.0
430.0,603.0,710.0,2795.0,1485.0,1329.0,436.0,579.0,1037.0,147.0
483.0,717.0,991.0,3282.0,1765.0,1187.0,473.0,588.0,813.0,128.0
545.0,593.0,1002.0,3652.0,1852.0,1472.0,435.0,599.0,978.0,98.0
555.0,541.0,1315.0,3804.0,2091.0,1354.0,479.0,694.0,942.0,126.0
613.0,623.0,1167.0,3426.0,2076.0,1387.0,354.0,746.0,831.0,120.0
614.0,554.0,1690.0,2693.0,2292.0,1179.0,270.0,767.0,1050.0,152.0
515.0,446.0,1489.0,2225.0,1897.0,751.0,152.0,609.0,1076.0,162.0
488.0,533.0,1176.0,1519.0,1611.0,732.0,135.0,612.0,1120.0,138.0
460.0,426.0,1103.0,1473.0,1464.0,748.0,101.0,445.0,1003.0,90.0
426.0,242.0,652.0,1133.0,1066.0,832.0,55.0,324.0,934.0,74.0
385.0,299.0,473.0,764.0,799.0,671.0,48.0,266.0,776.0,66.0
273.0,227.0,394.0,671.0,660.0,519.0,30.0,142.0,514.0,120.0
190.0,231.0,273.0,691.0,533.0,504.0,28.0,122.0,505.0,100.0
154.0,182.0,256.0,626.0,450.0,386.0,31.0,120.0,493.0,82.0
118.0,147.0,320.0,572.0,437.0,388.0,43.0,69.0,429.0,69.0
45.0,125.0,292.0,626.0,421.0,366.0,25.0,100.0,355.0,73.0
43.0,143.0,238.0,554.0,387.0,252.0,25.0,60.0,304.0,55.0
39.0,96.0,216.0,452.0,221.0,299.0,28.0,58.0,179.0,57.0
28.0,49.0,184.0,401.0,271.0,309.0,25.0,527.0,222.0,59.0
33.0,90.0,143.0,355.0,273.0,201.0,20.0,39.0,229.0,47.0
26.0,83.0,137.0,308.0,242.0,204.0,23.0,48.0,184.0,45.0
29.0,33.0,142.0,288.0,229.0,216.0,23.0,38.0,245.0,28.0
