0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,5.0,1049.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,14.0,0.0,0.0
1.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0,3.0,17.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,879.0,1.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,16.0,2.0,0.0
1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,3.0,3.0,0.0,19.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,1006.0,0.0,1.0,0.0,1.0,6.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,3.0,4.0,0.0,0.0,9.0,1.0,0.0,7.0,42.0,0.0,0.0
0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,11.0,936.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,0.0,6.0,3.0,1.0,3.0,2.0,0.0,2.0,75.0,0.0,0.0
0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,13.0,2.0,0.0,15.0,1.0,2.0,0.0,4.0,0.0,0.0,9.0,1001.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,2.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,6.0,100.0,0.0,2.0
0.0,0.0,15.0,0.0,7.0,0.0,0.0,1.0,5.0,3.0,1.0,10.0,3.0,0.0,0.0,4.0,4.0,0.0,43.0,689.0,0.0,3.0,0.0,0.0,10.0,2.0,0.0,6.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,5.0,0.0,6.0,13.0,130.0,0.0,0.0
0.0,0.0,25.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,29.0,1.0,2.0,0.0,7.0,14.0,0.0,43.0,719.0,0.0,0.0,0.0,0.0,15.0,24.0,0.0,10.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,9.0,196.0,0.0,0.0
1.0,2.0,12.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,2.0,1.0,0.0,2.0,5.0,1.0,27.0,588.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,13.0,166.0,0.0,0.0
1.0,2.0,23.0,0.0,8.0,1.0,5.0,1.0,5.0,3.0,0.0,9.0,5.0,1.0,0.0,3.0,15.0,4.0,15.0,429.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,6.0,2.0,5.0,1.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,4.0,1.0,3.0,10.0,106.0,0.0,0.0
1.0,1.0,13.0,1.0,3.0,0.0,0.0,1.0,21.0,0.0,0.0,6.0,1.0,4.0,0.0,3.0,5.0,0.0,11.0,256.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,6.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,10.0,6.0,0.0,5.0,0.0,12.0,11.0,41.0,0.0,0.0
0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,17.0,159.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,14.0,0.0,9.0,0.0,3.0,0.0,10.0,0.0,0.0
0.0,1.0,12.0,0.0,4.0,0.0,0.0,10.0,9.0,1.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,19.0,105.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,15.0,6.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,1.0,12.0,3.0,0.0,4.0,0.0,1.0,3.0,14.0,0.0,0.0
0.0,0.0,12.0,1.0,5.0,1.0,0.0,1.0,14.0,11.0,3.0,0.0,1.0,19.0,0.0,4.0,6.0,2.0,16.0,109.0,0.0,3.0,0.0,2.0,11.0,1.0,0.0,18.0,6.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,6.0,0.0,1.0,6.0,1.0,0.0,0.0
0.0,2.0,11.0,1.0,12.0,2.0,3.0,6.0,14.0,5.0,23.0,0.0,0.0,4.0,1.0,5.0,5.0,4.0,20.0,128.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,20.0,2.0,1.0,2.0,0.0,3.0,10.0,1.0,4.0,1.0,17.0,31.0,0.0,11.0,1.0,3.0,8.0,1.0,0.0,0.0
3.0,0.0,19.0,1.0,15.0,5.0,10.0,2.0,23.0,10.0,5.0,1.0,1.0,3.0,3.0,2.0,5.0,3.0,38.0,128.0,0.0,0.0,0.0,3.0,32.0,1.0,0.0,24.0,4.0,2.0,0.0,0.0,3.0,8.0,5.0,6.0,3.0,52.0,44.0,2.0,18.0,7.0,4.0,39.0,1.0,0.0,0.0
4.0,1.0,40.0,1.0,23.0,2.0,16.0,1.0,48.0,20.0,4.0,2.0,0.0,9.0,2.0,7.0,19.0,2.0,72.0,106.0,3.0,0.0,7.0,1.0,23.0,0.0,0.0,28.0,4.0,3.0,1.0,0.0,17.0,5.0,12.0,7.0,2.0,70.0,62.0,0.0,15.0,4.0,18.0,20.0,1.0,2.0,2.0
3.0,0.0,46.0,1.0,41.0,4.0,31.0,0.0,59.0,40.0,19.0,2.0,0.0,7.0,7.0,8.0,12.0,8.0,100.0,167.0,5.0,1.0,10.0,3.0,23.0,0.0,0.0,45.0,2.0,31.0,2.0,0.0,47.0,5.0,11.0,8.0,0.0,106.0,149.0,4.0,40.0,1.0,11.0,26.0,4.0,6.0,1.0
7.0,11.0,89.0,1.0,55.0,1.0,45.0,2.0,134.0,54.0,34.0,5.0,9.0,9.0,30.0,16.0,58.0,15.0,128.0,128.0,20.0,0.0,2.0,6.0,49.0,2.0,0.0,54.0,5.0,43.0,5.0,24.0,52.0,25.0,7.0,3.0,3.0,117.0,167.0,0.0,44.0,6.0,13.0,31.0,2.0,7.0,3.0
2.0,40.0,138.0,1.0,63.0,11.0,72.0,2.0,263.0,80.0,61.0,29.0,9.0,19.0,28.0,19.0,261.0,22.0,261.0,163.0,58.0,3.0,2.0,17.0,99.0,5.0,7.0,91.0,5.0,64.0,12.0,61.0,94.0,78.0,5.0,15.0,22.0,255.0,212.0,0.0,93.0,13.0,17.0,33.0,2.0,13.0,12.0
5.0,123.0,238.0,2.0,156.0,30.0,152.0,40.0,470.0,185.0,197.0,84.0,30.0,50.0,58.0,39.0,673.0,27.0,467.0,220.0,86.0,6.0,7.0,61.0,250.0,35.0,6.0,113.0,25.0,95.0,24.0,108.0,197.0,193.0,10.0,54.0,58.0,562.0,308.0,16.0,187.0,12.0,17.0,67.0,7.0,22.0,17.0
20.0,180.0,490.0,7.0,246.0,54.0,406.0,56.0,786.0,310.0,347.0,113.0,32.0,45.0,105.0,153.0,1281.0,47.0,961.0,330.0,201.0,9.0,25.0,134.0,657.0,107.0,13.0,138.0,43.0,171.0,52.0,182.0,364.0,252.0,13.0,245.0,52.0,1413.0,328.0,69.0,228.0,52.0,47.0,113.0,19.0,51.0,30.0
31.0,177.0,854.0,19.0,291.0,108.0,804.0,93.0,1055.0,562.0,650.0,79.0,38.0,67.0,132.0,166.0,1475.0,85.0,1570.0,452.0,411.0,31.0,64.0,156.0,988.0,142.0,39.0,256.0,76.0,425.0,56.0,165.0,356.0,289.0,76.0,732.0,103.0,1923.0,390.0,57.0,239.0,120.0,97.0,384.0,29.0,68.0,39.0
83.0,187.0,749.0,61.0,462.0,92.0,716.0,122.0,1260.0,805.0,1106.0,239.0,70.0,166.0,172.0,238.0,1381.0,205.0,1127.0,543.0,487.0,90.0,51.0,157.0,1022.0,152.0,96.0,513.0,89.0,486.0,56.0,179.0,213.0,218.0,85.0,1182.0,171.0,1476.0,241.0,54.0,408.0,155.0,234.0,780.0,120.0,74.0,79.0
176.0,537.0,4250.0,150.0,1650.0,479.0,1635.0,596.0,4549.0,2758.0,2684.0,962.0,251.0,370.0,828.0,1255.0,2716.0,689.0,5866.0,702.0,675.0,278.0,432.0,350.0,3308.0,500.0,436.0,687.0,444.0,1189.0,287.0,695.0,806.0,1056.0,157.0,3105.0,598.0,4845.0,759.0,288.0,1494.0,488.0,365.0,1659.0,725.0,185.0,280.0
518.0,795.0,7806.0,627.0,2797.0,1523.0,2406.0,1266.0,7142.0,5449.0,4480.0,2415.0,682.0,945.0,1749.0,2907.0,3495.0,1708.0,9989.0,1159.0,1208.0,793.0,1032.0,608.0,6518.0,1579.0,1156.0,1865.0,981.0,2022.0,662.0,1557.0,2128.0,2642.0,413.0,4341.0,1268.0,7807.0,1195.0,560.0,3630.0,1291.0,675.0,2936.0,1717.0,457.0,576.0
858.0,1470.0,13883.0,1561.0,4879.0,2468.0,2830.0,1792.0,11230.0,9097.0,8400.0,3564.0,1264.0,1326.0,2850.0,5844.0,3836.0,2850.0,17259.0,1560.0,2024.0,1536.0,1620.0,986.0,9010.0,2260.0,1983.0,2541.0,1799.0,3229.0,1417.0,2239.0,4112.0,5112.0,623.0,4950.0,2165.0,12185.0,1378.0,1024.0,7060.0,2345.0,1230.0,3451.0,3116.0,866.0,1003.0
999.0,1531.0,12667.0,1772.0,5271.0,2761.0,2082.0,2088.0,8973.0,9413.0,8843.0,3033.0,1489.0,1514.0,2603.0,7257.0,2595.0,3644.0,15006.0,2394.0,2213.0,1543.0,1569.0,1536.0,8026.0,2399.0,2162.0,2700.0,2055.0,3550.0,1676.0,2232.0,4546.0,4903.0,751.0,4100.0,1928.0,10266.0,1013.0,1084.0,8354.0,2670.0,1546.0,2693.0,4025.0,944.0,852.0
877.0,1091.0,7902.0,1469.0,4404.0,2228.0,1283.0,1590.0,5301.0,8239.0,6368.0,1958.0,1208.0,1525.0,2036.0,5781.0,1533.0,2854.0,8804.0,1750.0,2188.0,1442.0,1047.0,1412.0,5272.0,1726.0,1677.0,2503.0,1918.0,2769.0,1554.0,1403.0,3965.0,3764.0,857.0,2460.0,1663.0,5974.0,658.0,984.0,7035.0,2174.0,1766.0,1896.0,3784.0,799.0,653.0
679.0,548.0,3469.0,1059.0,2686.0,1499.0,679.0,1037.0,2620.0,5905.0,3310.0,1166.0,738.0,1279.0,1146.0,3579.0,823.0,2058.0,3811.0,1470.0,1295.0,912.0,624.0,1216.0,3167.0,963.0,952.0,2302.0,1318.0,1747.0,1094.0,1021.0,3008.0,1975.0,781.0,1424.0,1196.0,2735.0,381.0,807.0,4544.0,1561.0,1277.0,1078.0,2400.0,772.0,525.0
714.0,614.0,2763.0,896.0,2425.0,1371.0,559.0,1054.0,1917.0,5459.0,2248.0,1151.0,700.0,1151.0,1008.0,3267.0,604.0,1777.0,2611.0,978.0,938.0,901.0,484.0,1090.0,2593.0,1039.0,642.0,1687.0,1338.0,1582.0,846.0,847.0,2841.0,1312.0,773.0,1158.0,1297.0,1979.0,349.0,772.0,4122.0,1410.0,948.0,842.0,2262.0,853.0,489.0
673.0,563.0,2305.0,762.0,2425.0,985.0,453.0,1041.0,1662.0,5305.0,1750.0,1005.0,637.0,1091.0,761.0,2599.0,516.0,1442.0,1907.0,655.0,739.0,866.0,487.0,1210.0,2388.0,1113.0,520.0,1682.0,1370.0,1520.0,740.0,642.0,2866.0,925.0,741.0,915.0,1386.0,1462.0,270.0,875.0,3388.0,1206.0,693.0,649.0,2215.0,828.0,376.0
493.0,382.0,1751.0,557.0,2129.0,839.0,376.0,1001.0,1154.0,5317.0,1214.0,792.0,540.0,907.0,561.0,2005.0,402.0,1334.0,1471.0,649.0,605.0,859.0,326.0,949.0,2301.0,925.0,453.0,1737.0,1196.0,1269.0,625.0,433.0,2376.0,667.0,684.0,646.0,1317.0,1152.0,258.0,743.0,2633.0,1001.0,581.0,485.0,1961.0,797.0,337.0
461.0,347.0,1192.0,275.0,1834.0,523.0,250.0,937.0,740.0,4390.0,777.0,454.0,393.0,756.0,375.0,1560.0,446.0,1087.0,1061.0,433.0,444.0,758.0,251.0,621.0,1906.0,741.0,372.0,1549.0,1037.0,1026.0,494.0,408.0,1721.0,529.0,520.0,357.0,1205.0,842.0,242.0,624.0,1939.0,765.0,556.0,349.0,1620.0,579.0,345.0
434.0,323.0,972.0,141.0,1327.0,381.0,170.0,734.0,443.0,3568.0,473.0,315.0,326.0,679.0,213.0,1307.0,358.0,969.0,870.0,306.0,375.0,894.0,161.0,468.0,1565.0,853.0,337.0,1406.0,983.0,744.0,398.0,293.0,1468.0,407.0,440.0,258.0,1179.0,709.0,198.0,493.0,1608.0,741.0,597.0,347.0,1230.0,462.0,351.0
269.0,230.0,544.0,102.0,711.0,273.0,77.0,569.0,250.0,2170.0,392.0,243.0,185.0,401.0,205.0,852.0,262.0,573.0,423.0,235.0,265.0,643.0,87.0,203.0,1099.0,680.0,173.0,856.0,763.0,374.0,312.0,222.0,854.0,319.0,326.0,165.0,730.0,408.0,171.0,324.0,1170.0,472.0,416.0,227.0,873.0,228.0,220.0
210.0,110.0,346.0,62.0,471.0,148.0,59.0,338.0,183.0,1217.0,327.0,210.0,125.0,257.0,159.0,494.0,142.0,347.0,337.0,173.0,219.0,469.0,86.0,73.0,687.0,392.0,152.0,640.0,421.0,227.0,250.0,157.0,516.0,227.0,202.0,60.0,467.0,289.0,112.0,170.0,738.0,280.0,372.0,174.0,474.0,130.0,115.0
182.0,109.0,251.0,40.0,310.0,119.0,26.0,282.0,149.0,576.0,376.0,258.0,80.0,146.0,112.0,379.0,89.0,251.0,233.0,166.0,173.0,359.0,101.0,62.0,529.0,241.0,107.0,492.0,271.0,186.0,158.0,144.0,311.0,212.0,103.0,64.0,310.0,165.0,87.0,80.0,550.0,183.0,278.0,101.0,271.0,78.0,91.0
173.0,236.0,366.0,85.0,523.0,121.0,44.0,475.0,218.0,731.0,677.0,478.0,116.0,144.0,189.0,534.0,118.0,326.0,391.0,276.0,205.0,364.0,238.0,87.0,860.0,451.0,126.0,513.0,358.0,285.0,264.0,256.0,333.0,240.0,127.0,72.0,485.0,240.0,273.0,102.0,927.0,182.0,236.0,150.0,418.0,74.0,112.0
200.0,206.0,399.0,85.0,366.0,105.0,56.0,456.0,194.0,718.0,900.0,525.0,113.0,182.0,218.0,660.0,145.0,294.0,427.0,247.0,215.0,354.0,293.0,56.0,955.0,441.0,205.0,435.0,318.0,358.0,339.0,343.0,267.0,317.0,148.0,41.0,499.0,303.0,245.0,130.0,899.0,197.0,280.0,176.0,496.0,54.0,147.0
